"","x"
"88",0.382469294023481
"89",-0.236688539101681
"90",-1.84817923072779
"91",2.33442402126761
"92",-0.821511221420211
"93",-0.430809432116707
"94",-0.416632282080273
"95",0.348932168883395
"96",0.910592700808223
"97",-1.13828296420202
"98",0.994655908887521
"99",-0.31951408154438
"100",-0.506464476242882
"101",-1.32743884687257
"102",-0.0211476537523013
"103",-0.257804447519484
"104",0.76741596123279
"105",0.770946682185893
"106",1.10643077281449
"107",-0.178384421153294
"108",0.713874031974057
"109",0.338396582171683
"110",0.32916009277574
"111",-0.356423084599998
"112",0.49826081628817
"113",-1.47919151961741
"114",-0.730269505791578
"115",-0.165879923560382
"116",-1.80553003603663
"117",1.58701705467671
"118",-1.35946770240581
"119",-2.04026495473595
"120",1.14305916304727
"121",0.81880543733237
"122",0.152226905065865
"123",0.371026568880503
"124",-0.201731440093303
"125",-0.410272393877928
"126",-1.16260569038588
"127",-0.59562479787324
"128",-0.66984912066455
"129",0.541750638392373
"130",-0.291383826641623
"131",0.122715825602693
"132",-0.166826357767842
"133",-0.403173152785745
"134",-0.103581171860281
"135",0.987026238148641
"136",1.61858779843165
"137",-1.29236444641813
"138",1.2272732724885
"139",-0.550085479007139
"140",0.381603973941458
"141",-0.0626658720462786
"142",-0.113782269998965
"143",-0.626275179176031
"144",0.252949216254819
"145",1.03495220177578
"146",0.761237707800353
"147",0.0486287542329548
"148",0.937143787152865
"149",-1.10545915417153
"150",0.872218364199384
"151",-0.624369387669746
"152",0.117266714593537
"153",1.22272116981513
"154",0.864195134789835
"155",-0.970593192820522
"156",0.724836963770061
"157",1.91530078619299
"158",-0.0236754553149319
"159",-0.951164702411167
"160",1.65128239094508
"161",-0.671774486253967
"162",-0.269046033358778
"163",-0.256338961325277
"164",-0.36244521519986
"165",-0.612735256568115
"166",0.173104122838387
"167",0.845386730921002
"168",-0.327532707593604
"169",-0.0875535537600284
"170",0.272250830578584
"171",-0.778619358800837
"172",-1.07008950782278
"173",0.4819821632445
"174",-0.168561266088586
"175",-1.71644235092274
"176",-0.0930129716315552
"177",1.16312708550504
"178",-0.434004312803253
"179",2.10684745173928
"180",-1.25352563090964
"181",0.708957883050718
"182",0.395764648134572
"183",1.35260864040044
"184",0.659597243993308
"185",-1.16226924837586
"186",-0.120536009308057
"187",-0.574257705553229
"188",0.302352686862746
"189",0.227605654199256
"190",0.711326560536074
"191",-0.997893424809063
"192",1.3468675130668
"193",-0.0620730476754288
"194",-0.223535503222389
"195",2.21506830290096
"196",-1.17697888319378
"197",-0.268185064105622
"198",0.144308327199564
"199",0.194778428033113
"200",0.853965780969373
"201",-0.375860778915295
"202",-0.102927219430167
"203",-0.410450537890695
"204",-1.10881804438866
"205",0.3072437375942
"206",-0.645081945149251
"207",-0.195363329947341
"208",0.489785468410595
"209",0.231966733339324
"210",0.151631847116531
"211",0.405520675948229
"212",-0.0495869330101515
"213",0.781646495371014
"214",-1.8897198438526
"215",0.163183290177344
"216",0.929058248346606
"217",0.109365163710895
"218",-0.293184101254094
"219",-0.169610594178947
"220",-1.54509461569671
"221",-0.0308813107192627
"222",0.57520383520077
"223",0.00993355988149385
"224",1.15458191110585
"225",1.14315330401989
"226",-1.41480496308189
"227",1.69921674790553
"228",0.630515675830315
"229",1.92188513446449
"230",0.0422357499864519
"231",-0.579086405287683
"232",0.943294605044264
"233",1.00831272599347
"234",0.466562358173811
"235",-0.0806084237767988
"236",0.555410075142848
"237",1.93283081886134
"238",1.90895147277755
"239",-0.258750415333374
"240",0.709905292784822
"241",0.69963500175725
"242",-0.666731585707937
"243",0.590090987865199
"244",-0.994837373913718
"245",0.95583258244858
"246",0.280026810748459
"247",-0.720368839617201
"248",-0.221789805354534
"249",-1.59612100816738
"250",-0.387230714219588
"251",0.751353918026821
"252",0.57375085973664
"253",-0.360121258358214
"254",1.54604723304905
"255",0.0702327150322688
"256",1.4896515287165
"257",-0.371250779112155
"258",0.947888681436895
"259",-0.316363776367593
"260",-1.02824842370972
"261",1.46208804433182
"262",1.02499880959541
"263",1.17635667462455
"264",0.947638806450873
"265",-1.33630869339982
"266",-1.10677719342366
"267",-0.0267392494936432
"268",2.8379796254448
"269",-0.837782146300148
"270",2.56431166451408
"271",-0.663240826500977
"272",0.104863584539711
"273",1.52416492855255
"274",-0.0455568320895251
"275",-0.0501151406910282
"276",-0.0728157825125003
"277",-1.33685620236513
"278",0.117505786653534
"279",0.702557554012764
"280",-0.471066303305551
"281",-0.314526687031342
"282",0.156684290072806
"283",-1.79274750356774
"284",2.23882522439152
"285",-0.0468119915602208
"286",-1.01170404400412
"287",-1.34863611336322
"288",-0.259859688660995
"289",-0.511273154052787
"290",0.467344712851214
"291",0.644206124455205
"292",-0.861947549653667
"293",-0.16042314716814
"294",0.099317821589791
"295",0.106573035746077
"296",-0.639532303686537
"297",0.114735027038459
"298",0.176668487042352
"299",-1.22766953873108
"300",-0.22075643526066
"301",1.34439718174295
"302",0.350217008780817
"303",-0.350711045683291
"304",0.444004342253233
"305",0.744536182892853
"306",-1.78708616270798
"307",-0.365796706269717
"308",-1.25678814392747
"309",0.0704664907011925
"310",-2.53695752578603
"311",-0.745669489715466
"312",0.949305028110107
"313",0.0766173667318046
"314",-0.324294275216855
"315",-0.118201331529549
"316",1.14071222928704
"317",1.08247002989522
"318",-0.497236649236895
"319",-0.0734424724635046
"320",0.870665688118065
"321",1.65634984936023
"322",-0.241246810369078
"323",0.41073024481535
"324",2.14421439985182
"325",0.886402498002701
"326",1.2374316929869
"327",0.9805692779446
"328",0.113888198843269
"329",-1.00276742389744
"330",1.64424051741912
"331",-0.40553639409406
"332",0.394258444350256
"333",0.39606704198114
"334",0.992972141913807
"335",-0.902649508576383
"336",-0.915956838956661
"337",0.904867771302433
"338",-0.94714170778976
"339",-0.592812052749333
"340",-0.166488578246173
"341",0.291262177242914
"342",-0.129421680800288
"343",0.308277615788603
"344",-0.0971334939789704
"345",-0.379556168938889
"346",2.02790449244845
"347",-1.59417418111206
"348",-0.245043900530361
"349",0.570872209614957
"350",2.05819916852201
"351",1.56614914836566
"352",1.30510156002991
"353",0.4772883351734
"354",-0.633782979310008
"355",1.15261317078644
"356",1.54494757868697
"357",-0.743827855937101
"358",-0.806812300870576
"359",-0.348056052071086
"360",1.01716573179214
"361",0.191644495241136
"362",0.658632237280593
"363",0.31717327256866
"364",1.44242106087978
"365",0.298900053589649
"366",0.388755446729298
"367",1.59857790608051
"368",0.271672605408485
"369",0.0870298028635068
"370",0.360573718835794
"371",-0.847794143377383
"372",0.908209775555032
"373",0.708020461371924
"374",0.574016415854767
"375",-1.46979151793326
"376",0.178314541370955
"377",0.274787557603954
"378",-1.40309883496858
"379",-0.528396863806587
"380",1.7265517794265
"381",-1.15149882145358
"382",2.15528337028127
"383",1.98085909045052
"384",1.50464745445102
"385",-1.2180017896663
"386",1.84415202376997
"387",0.268263480777304
"388",-0.118300084721437
"389",-1.42573270153696
"390",2.71204852238229
"391",0.328952611069811
"392",0.822513723540965
"393",-0.551304272379583
"394",-1.206059552376
"395",0.111911965225374
"396",-0.909263650921851
"397",0.636364783832765
"398",-0.080273429367845
"399",-1.85755796917984
"400",-1.45978671409474
"401",-0.253019031121585
"402",-0.0978147570033732
"403",0.209882849525667
"404",1.25587835342546
"405",-1.63374982012624
"406",1.4480860329933
"407",0.131931446361939
"408",-2.4658575523922
"409",0.230401476721036
"410",-1.30003769614196
"411",1.86383747804982
"412",-1.43170026847942
"413",0.789388054186521
"414",0.610453748817026
"415",-0.744223070041389
"416",1.51375119683466
"417",0.0406351300598085
"418",-0.261686136652842
"419",2.65855975583483
"420",-0.743528957948871
"421",0.823594901835863
"422",0.886115996472793
"423",0.0260857054361229
"424",0.335905999802933
"425",0.153504694947924
"426",-1.56070750321131
"427",1.49866445769579
"428",0.204351174764442
"429",0.641151217089735
"430",-1.16497950404637
"431",-1.44424272745967
"432",-1.17090983952302
"433",1.75131061657647
"434",1.13640071925681
"435",-0.628790834741707
"436",-0.509105652891129
"437",-0.4705644910289
"438",-0.454784723944621
"439",0.849269807699602
"440",-0.208654268441362
"441",-0.464903937792787
"442",0.233595441570265
"443",-3.82436673140265
"444",1.74069824561425
"445",1.1526031954708
"446",-0.522371598856415
"447",0.890785240317333
"448",0.207462392905099
"449",-1.88157613906977
"450",2.31377814702492
"451",-0.751014901755699
"452",-1.09432891994766
"453",0.550690573157989
"454",0.199396620158687
"455",-2.04712077012913
"456",0.416402895427996
"457",-0.414287342981074
"458",-1.263369517567
"459",1.9788414467683
"460",2.6136427338148
"461",0.238306355784008
"462",0.366868951026029
"463",-0.924018943392486
"464",1.04041118737246
"465",0.470769185831472
"466",-0.360049982182498
"467",-0.399282470453328
"468",1.37765578688749
"469",1.01491661359676
"470",0.647257529851995
"471",-1.35106201595951
"472",0.79147616963285
"473",0.0759990745856453
"474",1.63036688409308
"475",-1.65455246637515
"476",-0.152165512505066
"477",-1.27379203284686
"478",-0.172531594140747
"479",0.127756350865727
"480",-0.349456134608809
"481",-0.70820083552429
"482",1.90293436432691
"483",-0.289957760570067
"484",-0.53610961159375
"485",1.00637370799178
"486",1.64532276802744
"487",0.868017451520927
"488",-1.52086491466517
"489",-1.37843179294248
"490",-0.900155254827442
"491",1.76460023801149
"492",-0.466283902601747
"493",-2.56505108466753
"494",0.100712329083657
"495",-1.72063086951734
"496",-0.414823746135515
"497",-1.34695373841992
"498",0.465940195238535
"499",0.386410127355129
"500",-0.822927311391827
"501",1.44825848240395
"502",-1.01147741694411
"503",1.6460983345481
"504",1.13454226724753
"505",1.62690417449277
"506",-1.38457716055943
"507",-0.589131295321407
"508",-1.13385159302078
"509",-1.50696847287243
"510",2.35489633761072
"511",0.845725984504229
"512",-1.06889169465023
"513",1.53640121143714
"514",-0.0508251784540811
"515",-1.67825578891726
"516",1.54273240220063
"517",-0.683779317296745
"518",-1.77911597448128
"519",-1.13277491777548
"520",0.644002606677143
"521",-1.44509877820079
"522",-0.432407857890931
"523",1.87988804246285
"524",0.66267401580327
"525",-0.463289342526007
"526",-1.74707757982129
"527",0.777462956527988
"528",-3.23201421881393
"529",0.444191333933763
"530",-0.517102320864738
"531",1.54189528184399
"532",-0.787909997684619
"533",-1.50015558266006
"534",0.998297531507994
"535",-0.241343465864598
"536",1.83559999267377
"537",0.922495867033992
"538",-0.843056608193722
"539",1.11501202938717
"540",0.345963501752404
"541",-0.212272616468442
"542",-0.401099108379502
"543",0.225912453726767
"544",-0.319796898386984
"545",0.689088258184656
"546",-0.665188258924805
"547",0.831842810811027
"548",0.557185323439454
"549",1.77158367254456
"550",-0.494085576148394
"551",2.77024711065446
"552",0.339061015129816
"553",1.88822511086132
"554",2.22666799381103
"555",0.30079549505825
"556",0.67151811278271
"557",-0.672948804135316
"558",0.106375420030409
"559",0.511591265092832
"560",0.78099865761803
"561",-1.2312172637752
"562",-0.19598699524388
"563",-1.48774697200272
"564",-0.136860071418163
"565",1.7066886255307
"566",-1.18176043669361
"567",-0.122203818382731
"568",-1.41232082420406
"569",-0.637555446220496
"570",1.23208787567934
"571",1.85802153598422
"572",0.612979688182671
"573",-0.766814296990963
"574",1.18584306025558
"575",-0.402585249990254
"576",-0.945138975246194
"577",0.257501143989403
"578",-0.874149418650935
"579",-1.58820037177976
"580",-2.5041509708617
"581",-1.06680421021011
"582",-1.2794403100858
"583",0.641588066607884
"584",0.0182387354941222
"585",0.40295238481851
"586",-1.38092092572515
"587",0.145096223837765
"588",1.11897381426382
"589",1.24554270335226
"590",0.46229960125399
"591",0.890644561461968
"592",0.853581514236773
"593",-0.839839173932371
"594",-1.29658715696619
"595",-0.256284157492233
"596",-0.793955526204028
"597",0.938914850898432
"598",0.713058211692882
"599",0.90750861232723
"600",-1.15171586045618
"601",1.96775299651012
"602",-1.05110702961744
"603",1.5489487223334
"604",-0.971177687217582
"605",-0.66452662476322
"606",0.759086013062079
"607",0.736581224699074
"608",-1.4531842405217
"609",-0.525433814259595
"610",-1.52991381862379
"611",0.788937134319712
"612",1.33302415331801
"613",-0.271100995841631
"614",-0.112913370472479
"615",0.868795732467055
"616",1.25850643960913
"617",0.18064738980117
"618",-0.997512753805248
"619",-0.438877050838059
"620",0.29968889608288
"621",-0.110914666150788
"622",1.19341937397671
"623",0.278258747255443
"624",0.025361533036999
"625",1.15562922287313
"626",-0.0433303715615248
"627",3.22385895139058
"628",-0.375210710040463
"629",0.0282193875530781
"630",-0.159349344360237
"631",1.62956249648987
"632",0.121542835676566
"633",0.188662264401281
"634",0.772345200471713
"635",-1.59885889877585
"636",0.873945398997819
"637",-0.185761847709276
"638",-0.881007227561905
"639",0.332434408171893
"640",-1.87317091521735
"641",-0.897441683119611
"642",0.94918873522645
"643",1.09743534083958
"644",1.464159158883
"645",0.668619223791628
"646",0.499401257274184
"647",2.32575430060883
"648",-0.653601928010377
"649",-1.9301575801207
"650",-0.607068709868476
"651",0.190947383341345
"652",-0.655687072529824
"653",-0.560683375013847
"654",-0.78355759489898
"655",0.440180250598431
"656",0.0279543843719046
"657",-2.50429635871723
"658",0.416026022086944
"659",0.0135864222844363
"660",-1.14499898662896
"661",-0.202476301711852
"662",-1.4683682292993
"663",0.427853294289941
"664",-2.04886653363877
"665",-1.56292883815069
"666",-0.0297804869541688
"667",-0.0872991428488312
"668",0.176939486260165
"669",1.2537534645532
"670",-1.65605366135971
"671",3.46431106819446
"672",-0.123317029940283
"673",-0.467084715251707
"674",1.37974335806646
"675",-0.316497444776303
"676",0.987146118254031
"677",-0.533808127409348
"678",-0.044192029424176
"679",-0.387926897806247
"680",-0.123463273383095
"681",0.37259973439441
"682",-0.1304430640274
"683",0.302965600735661
"684",1.22086059407429
"685",1.32070569182359
"686",-0.0126006145350661
"687",-1.03754393960002
"688",-0.124606748214233
"689",-0.129666152553151
"690",1.11770152299863
"691",1.68342195756292
"692",0.37526347606607
"693",0.743474176044247
"694",-2.55533627730347
"695",2.19620916062593
"696",-0.286471734441207
"697",0.50393300554699
"698",-1.66501356691926
"699",-0.463263685500562
"700",0.159501106590275
"701",0.657234049220365
"702",0.55317117879566
"703",-0.966426087771005
"704",-1.92932932402911
"705",0.267653247039694
"706",1.36355968074794
"707",-0.0212872035774373
"708",-0.684924800587585
"709",0.777261385629622
"710",0.944561031346735
"711",0.576552929871634
"712",-0.567146841286218
"713",-0.357155392554315
"714",0.491582540667205
"715",-1.40571124177986
"716",-0.606439747661678
"717",-1.78798328858432
"718",-1.78765067023328
"719",0.230060989330548
"720",1.1421839903463
"721",0.689171334683679
"722",-0.603071540397082
"723",-0.333654271426531
"724",-0.732601035558043
"725",-1.31049419929903
"726",-0.975396691772776
"727",1.08767515420901
"728",-0.570635300609629
"729",-0.469503480608391
"730",1.858087988439
"731",-0.247719937805044
"732",-0.0876378642620706
"733",1.14126923981928
"734",-1.20950551464359
"735",-2.08902625080756
"736",0.247843025395613
"737",-0.00886838927278852
"738",-0.434757616985077
"739",-2.14395903544602
"740",-0.354050164820557
"741",-0.978930894635749
"742",-0.453050951029398
"743",-0.315450678875811
"744",-0.102918177184612
"745",-0.74666317575192
"746",-0.039157186872334
"747",0.898032519893395
"748",-0.698737393426003
"749",1.05934808394953
"750",0.679992677571524
"751",-1.52330684782608
"752",-0.860224893708781
"753",0.297067271412126
"754",0.0175638361373222
"755",1.67428686140271
"756",0.295654110556911
"757",-1.1203440745706
"758",-0.0671000274139537
"759",1.89249459359565
"760",-0.600127833837366
"761",0.0771390146445254
"762",1.46273754373259
"763",0.168696071055933
"764",0.349309077668206
"765",0.984054145255885
"766",1.40425117087275
"767",0.327700149861429
"768",0.177762581310771
"769",-0.295374555272361
"770",1.11679522708478
"771",0.210515827006615
"772",-0.434596860518432
"773",-1.05333486347225
"774",-0.581734822024003
"775",-0.0643219303006481
"776",1.34972851386388
"777",-0.846725550515281
"778",0.250581665771443
"779",1.15259994491018
"780",-1.20651862830347
"781",-0.278773855895973
"782",1.28705016809998
"783",-2.81032807085487
"784",-1.84497937382152
"785",0.0898647303866506
"786",-1.54556213657537
"787",0.199879840245046
"788",-0.386145109170103
"789",0.760743537315723
"790",1.70201005140105
"791",-0.141714017273271
"792",2.10662169874343
"793",-1.76937249271156
"794",0.132964069696761
"795",0.590177763796149
"796",0.90332603075036
"797",0.474971904869062
"798",-0.62303257875183
"799",-1.0403663440443
"800",1.45570995219231
"801",1.47856572399676
"802",-0.894620067343276
"803",0.0162839329409764
"804",-0.314948722717053
"805",0.112975893158718
"806",-0.336666186077772
"807",1.01588682241427
"808",2.59927256108477
"809",-0.22562480878487
"810",1.08236044325586
"811",-0.195393836906031
"812",0.138153380648562
"813",-0.874041924298047
"814",-0.462601256094101
"815",1.38326946335773
"816",1.02163138979179
"817",1.25906004157943
"818",0.437711452255397
"819",-1.18059421343109
"820",1.97734227661139
"821",1.20077051534345
"822",1.24519522110415
"823",-0.211032093230429
"824",-0.657837317450825
"825",0.482658752453039
"826",1.29897849463164
"827",-0.0776268083691277
"828",0.917211074746782
"829",-0.728191306372811
"830",1.47579799044988
"831",-1.08573011403534
"832",1.18095750664986
"833",0.854618108076408
"834",0.22136569397442
"835",-0.0662931647538173
"836",-1.42347025031883
"837",0.958952292019937
"838",-1.31283793679937
"839",-0.207082848609136
"840",-0.580104341674461
"841",0.336956459581127
"842",1.10212940161578
"843",1.03910561786425
"844",-0.54930795048883
"845",-0.582992371129781
"846",0.0661082351675201
"847",-0.146056351156164
"848",0.250333033244698
"849",1.86398651044476
"850",0.663459215749207
"851",0.0763749721969725
"852",-0.681870226466765
"853",-0.215216009329543
"854",-0.0148699074772841
"855",-1.50396059645671
"856",1.6911694343332
"857",-0.408315106083004
"858",-0.30344149017539
"859",-0.0748744360719824
"860",-0.738829388648107
"861",-0.178493575601293
"862",0.148592795564961
"863",0.875946755745907
"864",0.739787051521432
"865",-0.0385158931464137
"866",0.777960261550785
"867",-0.38926534989286
"868",-0.0873897128588078
"869",2.46478029023891
"870",0.809327958390142
"871",-0.504621968976088
"872",-1.21569014145499
"873",-0.624824668201168
"874",1.0690789792307
"875",-0.123551289984515
"876",-0.050914357034531
"877",0.182187858773021
"878",0.499950253780524
"879",2.30393782220592
"880",-0.371073728978165
"881",-1.67862338258404
"882",0.611029391943439
"883",-1.19946090276258
"884",-0.81431696542643
"885",-0.0780570215355636
"886",-1.12297529643659
"887",-0.465441500549238
"888",-1.54704974726926
"889",0.604040179761178
"890",2.02374566445064
"891",0.0862697659259808
"892",-0.490012876189468
"893",1.70107196200354
"894",-0.441531937546934
"895",0.117143042567873
"896",-0.274222656803776
"897",0.314363354137124
"898",-0.0655035757707529
"899",1.52596712517536
"900",1.54917866109841
"901",-0.933315963422741
"902",2.24086625712216
"903",-1.35124176211719
"904",-0.903197464731896
"905",0.0565310845432856
"906",0.370761648594887
"907",-1.3797031570265
"908",-0.538317937883273
"909",-2.3896197659808
"910",-0.183511594952971
"911",0.161119261870305
"912",0.195935936671653
"913",-1.42557025608129
"914",1.49077723157595
"915",-0.465566714739048
"916",1.25242094192736
"917",-0.251913661729887
"918",0.682661978262592
"919",-0.204043379852252
"920",-0.767630613673634
"921",-0.0957340732205209
"922",-0.0846607168620228
"923",0.671879408293874
"924",1.0179109622581
"925",0.619441203473674
"926",-0.367768930844991
"927",-0.415019206709205
"928",0.402940585626346
"929",-1.12958679507499
"930",1.5426545122849
"931",-0.209274288124532
"932",-0.204097959519343
"933",0.647568833193322
"934",2.14653733365839
"935",1.39530417753666
"936",-0.917092977233316
"937",-1.73198064463273
"938",-0.227842240024066
"939",1.65592370472245
"940",-0.42549544011619
"941",-0.633460960463919
"942",-0.298062189265308
"943",-1.06999110837926
"944",0.0923917687292506
"945",1.02675012374157
"946",1.14336087744619
"947",-0.918225420353157
"948",1.82601698394515
"949",-0.194943698378835
"950",-0.287051611854855
"951",0.988169347452619
"952",0.516129531898119
"953",-0.28651495919389
"954",-0.398684020744146
"955",1.16899439442438
"956",0.836025653147876
"957",-0.21626614682707
"958",0.395822878557624
"959",0.61040628429569
"960",1.34898205470751
"961",-0.322210391741662
"962",0.848619038915933
"963",0.13621854934895
"964",-1.05121524963089
"965",-0.239716334943321
"966",1.17422483090904
"967",-1.35829896565486
"968",-0.35598072275351
"969",2.15939341258354
"970",-1.70774971335026
"971",1.17422341025872
"972",0.322521397230098
"973",1.32656740827862
"974",-1.46239866514161
"975",1.57633509934286
"976",2.05805645176414
"977",1.51262824644889
"978",-1.18038037101661
"979",-0.32969486505628
"980",-0.696445146251317
"981",-0.756131211308265
"982",1.89449149187568
"983",-0.725952238304644
"984",0.175712833089594
"985",0.313080082213621
"986",-1.16454162014738
"987",-1.55929188920439
"988",-1.40170167013357
"989",-1.99525590700397
"990",-0.0207024403887031
"991",-0.200269111542869
"992",0.291073291847931
"993",-0.368967306040976
"994",-0.169424210804285
"995",0.484128438125617
"996",1.1624998908969
"997",0.335171685091315
"998",0.961547445416054
"999",-0.588355594879863
"1000",-0.19869626270459
"1001",-0.297782286744973
"1002",0.469626755634566
"1003",0.442907818079
"1004",0.91262937454058
"1005",0.0195160691215424
"1006",0.876178049879777
"1007",-0.234740666706821
"1008",0.298871716045354
"1009",0.241447757317399
"1010",0.305314620660968
"1011",2.13399093134987
"1012",-1.23489361945069
"1013",0.29375773371558
"1014",-0.235932408642126
"1015",-1.04572954624942
"1016",-0.0441098099971537
"1017",-1.6381618053573
"1018",-1.13401027945427
"1019",1.36611468601021
"1020",1.41125441944874
"1021",0.66642701733401
"1022",1.15825004459655
"1023",0.697186367921519
"1024",2.42389777036267
"1025",-0.0303041667920163
"1026",-0.0210095483599743
"1027",0.0295793372373895
"1028",1.70929072157374
"1029",-0.981006060751185
"1030",-0.408400687085123
"1031",1.29687132913357
"1032",0.866309282872951
"1033",0.00357540775551082
"1034",-0.701681204729937
"1035",-0.892200879793235
"1036",-1.04544723959594
"1037",1.21977047584485
"1038",-0.511181727653927
"1039",0.440123215307364
"1040",2.21556827172879
"1041",0.697568364377244
"1042",-0.717289222327356
"1043",-0.584166927212235
"1044",-0.131512291631404
"1045",-0.183612634303464
"1046",-0.50509456732633
"1047",0.646067047951155
"1048",-1.21427630896203
"1049",0.313721206951216
"1050",-0.938199282167671
"1051",0.400663335896325
"1052",1.23465906990113
"1053",0.436544131747133
"1054",0.0149925553171671
"1055",-1.50988835156583
"1056",-1.36020400396067
"1057",-1.94973548970471
"1058",-0.212674091581195
"1059",1.87987713050663
"1060",0.0690913363051288
"1061",-1.44452735692343
"1062",-0.663178419903993
"1063",-0.425242769729331
"1064",-1.4434272218517
"1065",-0.522155930686947
"1066",-0.794994684397853
"1067",1.09354841281348
"1068",-0.398130829078682
"1069",0.338869818119964
"1070",-0.23447758428547
"1071",0.370669942236848
"1072",0.285315927368742
"1073",0.581779606631547
"1074",0.665968993063079
"1075",-0.512507858698548
"1076",-0.568000101795759
"1077",-1.22224149399547
"1078",0.168545496963554
"1079",-1.90297038147683
"1080",0.309266901986937
"1081",1.16317980429394
"1082",-0.0225975240314643
"1083",-2.77048824919938
"1084",0.657350808117722
"1085",0.259918404374852
"1086",2.62590828580233
"1087",0.159528450431843
"1088",0.619379167241819
"1089",-0.988552797807238
"1090",-1.02567991668999
"1091",-0.738044898437001
"1092",1.19198965374928
"1093",-1.6702435196454
"1094",-0.458599537553006
"1095",0.87850008696072
"1096",0.482916737429278
"1097",-0.376671412395438
"1098",-1.29281907303067
"1099",0.707756249737869
"1100",-1.93219612243281
"1101",-1.31276646607947
"1102",0.0917456075440947
"1103",0.915845485955152
"1104",0.456472922984651
"1105",-0.767669821426848
"1106",0.0942618618316482
"1107",-1.17547312742637
"1108",0.178127157212065
"1109",-0.321046627956615
"1110",1.32550948153775
"1111",-1.70293055286496
"1112",0.123188943206805
"1113",0.947270449518635
"1114",0.965511925512854
"1115",-0.20127801549393
"1116",2.03684677522784
"1117",-0.811314336811715
"1118",-0.452171206446783
"1119",-0.0412084613636482
"1120",0.147715005401916
"1121",-0.712376490755514
"1122",0.301857202921496
"1123",0.556528665326913
"1124",-0.375711901199791
"1125",-0.888803329045342
"1126",0.371473807019857
"1127",-1.10645398575974
"1128",1.1586908470945
"1129",-0.292997353895267
"1130",1.41941649391103
"1131",0.336887942621086
"1132",0.649996584785356
"1133",-0.395622343328092
"1134",0.209054312112445
"1135",1.10865800253059
"1136",0.684946532859237
"1137",0.234579633166001
"1138",0.81152311458701
"1139",-0.417362915540407
"1140",-0.937521242808483
"1141",-1.943394203427
"1142",0.880926566335684
"1143",0.713825734169108
"1144",0.260949966842675
"1145",-1.41381095788517
"1146",0.266004169305622
"1147",0.209791777971419
"1148",0.55987029530687
"1149",-0.77464839768998
"1150",1.26317409536368
"1151",0.136069991957589
"1152",-0.79546844701334
"1153",0.614518520495309
"1154",0.406841783891665
"1155",0.0680600905408364
"1156",-1.12538670556613
"1157",0.276184076514713
"1158",0.887097984166441
"1159",0.00669179232961844
"1160",-1.52033607525283
"1161",1.11250805510071
"1162",-1.24550909888688
"1163",-1.40817581327169
"1164",-0.618477034505372
"1165",-0.454702996643404
"1166",-0.285465494293677
"1167",-1.43953770661414
"1168",1.12452516354467
"1169",-2.06300755213463
"1170",0.649812228747393
"1171",-0.775069022793213
"1172",-0.0444068853463127
"1173",-2.6326740239376
"1174",-2.33347593266603
"1175",0.29502370550882
"1176",-0.147960139727808
"1177",-1.2730421971429
"1178",1.35072700453996
"1179",-0.916620982262898
"1180",0.804606351582545
"1181",-0.568243490368098
"1182",-0.432832025859478
"1183",0.131915176129805
"1184",-0.847425617155383
"1185",0.837971187632419
"1186",1.00912118300534
"1187",-0.196093870355347
"1188",-1.64270624794825
"1189",1.09749187427495
"1190",0.00316648866277495
"1191",-0.295147648055829
"1192",0.665060879832246
"1193",0.135881343149969
